oai:ecommons.cornell.edu:1813/14195,A biography of and interview with Clarence F. Bent,"Clarence Bent was one of six students in the Cornell DVM Class of 1939 not from New York State. He was raised on a poultry farm in New Hampshire and attended the UNH before matriculating in veterinary medicine at Cornell in 1935. His first job after graduation was at the Rowley Memorial Animal Hospital in Springfield, Massachusetts, a branch of Boston’s renowned Angell Memorial Hospital. Here Dr. Bent developed his small animal medical skills before starting his own veterinary practice in New Hampshire. He was deployed as a commissioned officer of the U.S. Army Veterinary Corps following the attack on Pearl Harbor.  He fulfilled his war service as meat inspector, first in Massachusetts, then in Papua New Guinea and the Philippines.  Following the war, he opened a small animal clinic in Nashua, New Hampshire. He served as president of the New Hampshire Veterinary Association. He retired in 1974 and currently lives in Derry in the home of one of his two children.","Person interviewed: Clarence F. Bent.  Interviewer: Smith, Donald F.  Interview date: July 1, 2008.  Interview location: Derry, New Hampshire.  Date biography was written:  October 2009.",,Biography
oai:ecommons.cornell.edu:1813/14196,A biography of and interview about Clarence R. Roberts,"Clarence R. Roberts went from general veterinary practitioner in rural New York State to chief executive officer of a major dairy corporation. He received his DVM degree from Cornell University in 1922 when tuberculosis was still a prevalent disease transmitted to people drinking unpasteurized milk from infected cows. To provide for his growing family, Roberts accepted a position with Sheffield Farms Company where he examined dairy cattle and milking facilities from farms that supplied milk for human consumption. In 1929, he was promoted to a management position in New York City. He continued moving up the corporate ladder, first as President of Sheffield Farms, and eventually becoming CEO of Sealtest Foods, the milk and ice cream division of National Dairy Corporation, where he supervised 20,000 people. Though required to retire at age 65, he remained active in local activities and Cornell alumni affairs until his death in his 100th year. Dr. and Mrs. Roberts have three children, including Dr. Kent Roberts, also a veterinarian.","Person interviewed: Dr. Kent Roberts, son to Clarence R. Roberts.  Interviewer: Smith, Donald F.  Interview date: January 20, 2008.  Interview location: Orlando, Florida.
Date biography was written:  October, 2009.",,Biography
oai:ecommons.cornell.edu:1813/14197,A biography of and interview about Louis J. Camuti,"Louis J. Camuti was the first exclusive feline veterinarian. He was raised in New York City by Italian immigrants and studied at Cornell University before receiving his veterinary degree in 1920 from the now-defunct New York University Veterinary College. He developed a small animal practice in nearby Westchester County, then established a second clinic on Park Avenue in Manhattan. As the feline portion of his practice increased, he developed an ambulatory component and eventually worked exclusively as a house-call feline practitioner throughout the city. Dr. Camuti was an effective spokesperson for the cat, writing articles and making numerous media appearances. He authored two popular books about his life as a feline veterinarian: Park Avenue Vet, and All My Patients Are under the Bed. For many years, he also wrote a monthly column in the veterinary journal, Feline Practice. His legacy is honored at Cornell University’s Feline Health Center where the consultation service is named in his honor.","Person interviewed: Nina C. Danielsen. Daughter of Louis J. Camuti.  Interviewer: Smith, Donald F.  Interview date: December 7, 2007.  Interview location: Hightstown, New Jersey.  Date biography was written: October 2009.",,Biography
oai:ecommons.cornell.edu:1813/14205,"A biography of and interview with Kenneth I. Gumaer, Sr.","Shortly after receiving his Cornell DVM in 1943, Kenneth Gumaer was charged with the care of 267 mules bound for the China-Burma-India campaign on a warship that departed from New Orleans. Though the ship was damaged by a torpedo from a German U-boat and had to be repaired before a very stormy Atlantic crossing, Gumaer and his mules eventually arrived safely in Calcutta. They became part of the long range penetration special forces unit known as Merrill's Marauders that traversed the dense Burmese jungle and the Kuman Mountain range behind Japanese lines. Remaining in China following the campaign, Gumaer contracted cutaneous anthrax after a post mortem examination of an officer's mule that had died acutely. Though critically ill, he was successfully treated with the then-experimental aqueous form of penicillin. Following the war, Gumaer established a large animal practice in Rhinebeck, New York. Later in his career, he worked as a research pathologist for Sterling Winthrop Research Institute in Rensselaer, New York. Dr. Gumaer and his wife, Catherine, were named Foremost Benefactors of Cornell University in 1998. They have three children, one of whom, Kenneth I. Gumaer, Jr., is a veterinarian.","Person interviewed: Kenneth I. Gumaer, Sr.  Other participants: Drumm, Richard, DVM.  Interviewer: Smith, Donald F.  Interview date: October 15, 2007.  Interview location: Stuyvesant Falls, New York.  Date biography was written:  November 2009.",,Biography
oai:ecommons.cornell.edu:1813/14963,A biography of and interview with Daniel Skelton,"The only African-American in his class and one of the few minority veterinary students in the 1930s, Daniel Skelton joined the Class of 1939 during the depths of the Depression. Born in Tennessee, he had obtained an undergraduate degree from LeMoyne College before moving to New York City to establish State residency that would qualify him for free tuition in Cornell’s land grant system. His fifty-year professional career was with the Bureau of Animal Industry (later APHIS) in meat inspection. Most of this time was in Wichita, Kansas, where he rose to the level of central Kansas circuit supervisor. He has two children and four grandchildren, one of whom is Dr. Debi Thomas, 1980s world champion figure skater and physician. Dr. Skelton turned 97 in September 2009.","Person interviewed: Daniel Skelton.  Interviewer: Smith, Donald F. 
Interview date: January 7, 2008.
Interview location: Wichita, Kansas (telephone).  
Date biography was written: April 2010.",,Biography
oai:ecommons.cornell.edu:1813/14702,Biography: Rhoda Meador,"Dr. Meador is a member of the American Society on Aging, the Gerontological Society of America, the Direct Care Workers Alliance, and many working groups and tasks forces.  She has designed, evaluated and implemented a variety of programs and is the author and co-author of numerous books, manuals, and articles.  Dr. Meador is also a frequent speaker and trainer at professional workshops and conferences.",,,Biography
oai:ecommons.cornell.edu:1813/14703,Biography: Laura Colosi,"Biography of Lauar Colosi, Extension Associate, Family Life Development Center (FLDC).",,,Biography
oai:ecommons.cornell.edu:1813/14704,Biography: Corinna Loeckenhoff,"Biography of Corinna Loeckenhoff, Assistant Professor in Human Development.",,,Biography
oai:ecommons.cornell.edu:1813/14705,Biography: Tisa Hill,"Biography of Tisa Hill, Extension Associate in Human Ecology.",,,Biography
oai:ecommons.cornell.edu:1813/14706,Biography: Julie Carmalt,"This is the Biography of Julie Carmalt, Lecturer in the Department of Policy Analysis and Management.",,,Biography
oai:ecommons.cornell.edu:1813/14707,Biography: Michael Lovenheim,"This is the Biography of Michael Lovenheim, Assistant Professor in the Department of Policy Analysis and Management.",,,Biography
oai:ecommons.cornell.edu:1813/15200,A biography of and interview with Morris L. Povar,"Morris L. Povar was born of Russian immigrants in New York City. He attended Brooklyn College before matriculating at Cornell University, first in agriculture, then in veterinary medicine. He received his DVM in 1944. After completing his World War II commitment in the Veterinary Corps, Morris joined his brother, Ralph Povar ’39, in Rhode Island and together they built a practice that exists to this day as the Povar Animal Hospital. In 1970, Dr. Povar was appointed to a tenured faculty position at Brown University, where he served in the Psychology Department and in the School of Medicine. He and his wife, Lotte Povar, have two children and are now retired in Boca Raton, Florida.","Person interviewed: Morris L. Povar.  Other participants: Mrs. Lotte Povar, wife.  Interviewer: Smith, Donald F.  Interview date: April 28, 2010.   Interview location: Boca Raton, Florida.  Date biography was written:  April, 2010.",,Biography
oai:ecommons.cornell.edu:1813/15211,A biography of and interview about Marie Koenig Olson,"Marie Koenig was born in Ithaca, New York, when her father, Frederick F. Koenig (DVM 1909) was a faculty member at Cornell University. While Marie was a young girl, the family moved to nearby Jamestown and Dr. Koenig opened a general veterinary practice. Marie followed in her father’s footsteps and became the seventh woman veterinary graduate from Cornell in 1937. After a year working in a small animal practice in Rochester, Marie joined her father’s practice where she performed both small animal and large animal work.  She took over the practice after her father’s retirement and simultaneously raised her two children while her husband, Raymond Olson, was stationed overseas during World War II. Ray returned to college after the war and graduated with a DVM in 1957, 20 years after his wife. Together, they build a modern small animal hospital in Jamestown and Dr. Koenig Olson continued to practice to the day she died in 1970, at age 57. Her son and granddaughter also became veterinarians in 1973 and 2009, respectively, bringing the family legacy to four generations over one hundred years.","Persons interviewed: Ann Marie Olson, daughter and James K. Olson, son.  Interviewer: Smith, Donald F.  Interview date: November 30, 2007.
Interview location: Cornell University College of Veterinary Medicine.  Date biography was written:  June 2010.",,Biography
oai:ecommons.cornell.edu:1813/15210,A biography of and interview with Carleton W. Potter,"The son of veterinarian, Carleton W. Potter graduated from Cornell University 22 years after his father, Wilburn H. Potter. However, unlike his father, who combined dairy farming and general practice, Carleton devoted his career to clinical practice. For almost 60 years, he practiced in Cortland County in central New York where 80% of his practice was large animals, and most of that involved dairy cattle. The Potter family abounds with Cornell graduates: three of Carleton’s siblings, and three of his children all graduated from Cornell. Dr. Megan Potter, Carleton’s granddaughter, is the third veterinarian in the family, having graduated from Purdue University in 2007. Dr. Potter and his wife, Esther, reside in the home that he built and which served as his practice.","Person interviewed: Carleton W. Potter.  Interviewer: Smith, Donald F.  Interview date: March 19, 2010.  Interview location: Homer, New York.  Date biography was written:  April, 2010.",,Biography
oai:ecommons.cornell.edu:1813/17032,A biography of and interview with Carolyn Foster Comans,"A native of Western New York, Carolyn (Lyn) Foster Comans was a member of the last class that matriculated in Cornell’s old James Law Hall and associated veterinary buildings on central campus. In their second year (1957), the students moved into spacious new facilities on the east end of campus that are still an important part of the veterinary complex. Despite the gender discrimination that was common in that era, Lyn had good rapport with her male classmates and most of the faculty. After graduating in 1960, she worked in a small animal clinic in Buffalo, N.Y.  She met and married Dr. Edmond Comans ’59 the following year, and they moved to Long Island and built the St. James Animal Hospital. Dr. Comans developed a strong clinical interest in pet avian practice, and later, acupuncture. Since selling the practice and moving to central Florida in 2001, she continues to run a part-time acupuncture practice. Throughout much of her career, she has been an active Cornell supporter, contributing generously with her time, leadership abilities and resources.","Person interviewed: Carolyn Foster Comans.  Interviewers: Smith, Donald F. and Morrissey, Jennifer K.  Interview date: June 11, 2010.  Interview location: Cornell University College of Veterinary Medicine.  Date biography was written:  July, 2010.",,Biography
oai:ecommons.cornell.edu:1813/17052,A biography of and interview with Patricia Thomson Herr,"Patricia Thomson is one of three women who graduated in Cornell’s veterinary class of 1960. Originally from Schenectady, N.Y., Trish entered Cornell’s agriculture program as a pre-veterinary student in fall 1954 and matriculated in the veterinary program two years later. Dr. Thomson’s first job after graduation was with Dr. Joseph Engle ’26 in Summit, New Jersey. Engle was a leading small animal veterinarian of the time and a founder of the American Animal Hospital Association. Dr. Thomson returned to Cornell in 1962 and served for one year as small animal interne. She married Dr. Donald Herr ’63, and they eventually moved to Lancaster, Pennsylvania, where they built and operated the Manheim Pike Veterinary Hospital. Dr. Thomson became the first woman president of the Pennsylvania Veterinary Medical Association. She has been active on various Cornell University activities and is an avid decorative arts historian and author.","Person interviewed: Patricia Thomson Herr.  Interviewers:  Smith, Donald F. and Peirce, Dana.  Interview date: June 12, 2010.  Interview location:  Cornell University College of Veterinary Medicine.  Date biography was written:  July 2010.",,Biography
oai:ecommons.cornell.edu:1813/17471,A biography of and interview with Robert E. Lynk,"Robert E. Lynk was born into a farming family in Schoharie County. Anticipating a life in agriculture, he received his B.S. from Cornell University in 1954. After his marriage to an alumna of Cornell and a 16-month tour of duty in Korea, Bob joined the veterinary Class of 1961, the first cohort of students to matriculate in the new veterinary complex at the eastern end of the Cornell campus. Following graduation, he joined the general practice of Dr. Thomas Vaughn, first in Clarksville, and later in Delmar, New York. Dr. Lynk remained in this practice throughout his professional career, retiring in 1997 to an active life of painting, bowling, and Church activities. Throughout his career, Dr. Lynk has held several offices within the veterinary society at both regional and state levels. He and his wife, Nancy, are quintessential Cornell supporters, active in alumni and other events.","Person interviewed: Robert E. Lynk.  Interviewer: Smith, Donald F.  Interview date: September 10, 2010.  Interview location: Crystal Lake, near Rensselaerville, New York. Date biography was written:  September 2010.",,Biography
oai:ecommons.cornell.edu:1813/17796,"A biography of and interview with Delano L. Proctor, Jr.","Delano L. Proctor, Jr. grew up in Lexington, Kentucky, the son of an equine practitioner. He was assigned to the Veterinary Corps following his graduation from Cornell in 1942. He fulfilled over three years of service in India, preparing mules and horses for the rugged China-Burma-India campaign. Following his discharge in 1946 at the rank of captain, he returned to his father’s veterinary practice where he had a distinguished career as equine veterinarian, board-certified surgeon, and advocate for the profession. He was devoted to the development of the profession at many levels, including serving as A.V.M.A. president in 1985-86. Dr. Proctor had a great admiration for his alma mater, Cornell University, and also had a special affinity for the history of veterinary medicine. He died at age 91 in 2009.","Person interviewed: Delano L. Proctor, Jr.  Interviewer: Smith, Donald F.  Interview date: December 18, 2007.  Interview location: Lexington, Kentucky.  Date biography was written:  October 2010.",,Biography
oai:ecommons.cornell.edu:1813/17851,"Nash, Abraham (Al)",Memorial Statement for Professor Abraham (Al) Nash who died in 1996. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/17882,Colin Frederick Rowe,Memorial Statement for Professor Colin Frederick Rowe who died in 1999. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/17982,Burnham Kelly,Memorial Statement for Professor Burnham Kelly who died in 1999. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/17996,"Conway, H. D. (""Don"")","Memorial Statement for Professor H. D. ""Don"" Conway, who died in 2007. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.",,,Biography
oai:ecommons.cornell.edu:1813/18007,"Davis, Hollis Rexford","Memorial Statement for Professor Davis, Hollis Rexford who died in 1995. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.",,,Biography
oai:ecommons.cornell.edu:1813/18034,"Ogden, Henry Neely",Memorial Statement for Professor Henry Neely Ogden who died in 1947. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/18177,"Warner, Richard (Dick) Griswold","Memorial Statement for Professor Richard (Dick) Griswold Warner, who died in 2002. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.",,,Biography
oai:ecommons.cornell.edu:1813/18275,"Overman, Ralph Spencer",Memorial Statement for Professor Ralph Spencer Overman who died in 1953. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/18299,"Visnyei, Kathryn Elizabeth O'Malley","Memorial Statement for Professor Kathryn Elizabeth O'Malley Visnyei, who died in 1991. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.",,,Biography
oai:ecommons.cornell.edu:1813/18302,"Longrée, Karla",Memorial Statement for Professor Karla Longree who died in 1996. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/18329,"Orth, Samuel Peter",Memorial Statement for Professor Samuel Peter Orth who died in 1922. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/18358,"Oskamp, Joseph",Memorial Statement for Professor Joseph Oskamp who died in 1971. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/18379,"Orndorff, William Ridgely",Memorial Statement for Professor William Ridgely Orndorff who died in 1927. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/18409,"Opler, Morris Edward",Memorial Statement for Professor Morris Edward Opler who died in 1996. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/18435,"Salpeter, Miriam (Mika)",Memorial Statement for Professor Miriam (Mika) Salpeter who died in 2000. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/18486,"Ogle, Robert Carroll",Memorial Statement for Professor Robert Carroll Ogle who died in 1967. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/18502,"Olum, Paul",Memorial Statement for Professor Paul Olum who died in 2001. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/18534,"McFarland, William N. ""Mac""","Memorial Statement for Professor William N. ""Mac"" McFarland, who died in 2004. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.",,,Biography
oai:ecommons.cornell.edu:1813/18597,"Allaway, William H. (Hub)","Memorial Statement for Professor William H. (Hub) Allaway, who died in 1995. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.",,,Biography
oai:ecommons.cornell.edu:1813/18600,Martín Domínguez,Memorial Statement for Professor Martin Dominguez who died in 1970. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/18663,"William Strunk, Jr.","Memorial Statement for Professor William Strunk, Jr., who died in 1946. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.",,,Biography
oai:ecommons.cornell.edu:1813/18689,Watson Harry Everhart,Memorial Statement for Professor Watson Harry Everhart who died in 1994. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/18714,"O'Rourke, Charles Edward",Memorial Statement for Professor Charles Edward O'Rourke who died in 1947. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/18717,"Baldwin, Frank C. ""Ted""","Memorial Statement for Professor Frank C. ""Ted"" Baldwin, who died in 1979. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.",,,Biography
oai:ecommons.cornell.edu:1813/18759,"Ohadike, Don",Memorial Statement for Professor Don Ohadike who died in 2005. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/18776,Edward C. Devereux,"Memorial Statement for Professor Edward C. Devereux, who died in 2002. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.",,,Biography
oai:ecommons.cornell.edu:1813/18787,"Ostrander, Charles E.","Memorial Statement for Professor Charles E. Ostrander, who died in 1994. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.",,,Biography
oai:ecommons.cornell.edu:1813/18790,"Maynes, E. (Edwin) Scott","Memorial Statement for Professor E. Edwin Scott Maynes, who died in 2007. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.",,,Biography
oai:ecommons.cornell.edu:1813/18808,"L'Esperance, Elise Strang","Memorial Statement for Professor Elise Strang L'Esperance, who died in 1959. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.",,,Biography
oai:ecommons.cornell.edu:1813/18828,"Wiegand, Elizabeth ""Betsy""","Memorial Statement for Professor Elizabeth ""Betsy"" Wiegand who died in 1995. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.",,,Biography
oai:ecommons.cornell.edu:1813/18865,"Dominick, Bennett Avery, Jr.","Memorial Statement for Professor Bennett Avery Dominick, Jr., who died in 1971. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.",,,Biography
oai:ecommons.cornell.edu:1813/18891,"Pridham,Alfred M. S.",Memorial Statement for Professor Alfred M. S. Pridham who died in 1978. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
oai:ecommons.cornell.edu:1813/18915,"Ocvirk, Fred William",Memorial Statement for Professor Fred William Ocvirk who died in 1967. The memorial statements contained herein were prepared by the Office of the Dean of the University Faculty of Cornell University to honor its faculty for their service to the university.,,,Biography
