oai:ecommons.cornell.edu:1813/2648,Livable Landscape Design,"This timeless publication will assist homeowners, landscape designers, nursery workers or contractors in the design process of the home landscape. This publication uses well constructed diagrams to aid users to create practical, economical, environmentally sound landscapes that are visually appealing.

This highly sought after publication has been out of print for several years, but due to its timeless nature and steady demand, it is being made available for download.",,application/pdf,
oai:ecommons.cornell.edu:1813/2652,Barbecued Chicken and Other Meats,"This is the famous Cornell Chicken Recipe, as written by its creator, Dr. Robert C. Baker, Professor Emeritus of the Department of Animal Sciences at the New York State College of Agriculture and Life Sciences at Cornell University. This Recipe was used by Dr. Baker at the ""Chicken Coop,"" his legendary restaurant at the New York State
Fair. This Publication also offers suggestions for Turkey, Pork and Fish. If you don't have the perfect BBQ pit for broilers, plans are included for building a simple backyard cinder block pit, as well as the large collapsable metal ones used by fire departments everywhere.

This publication is no longer available in print form, but due to steady demand, it is being made available via a free pdf download.",,application/pdf,
oai:ecommons.cornell.edu:1813/2653,Bait Hives for Honey Bees,"Capturing swarms of bees can be achieved by following the recomendations in this classic, easy to read publication. The authors researched and tested different sizes and locations and the results are given along with methods for taking down and transporting the hive.",,application/pdf,
oai:ecommons.cornell.edu:1813/2663,Establishing a Metadata Service,"Presentation on establishing a metadata service in a library technical services operation, given to the Association for Library Collections and Technical Services Leadership Development Committee, January 2003, Philadelphia, PA.",,application/vnd.ms-powerpoint,
oai:ecommons.cornell.edu:1813/2704,Dairy Cattle Judging Made Easy,"This handy 15-page bulletin teaches the basics of Dairy Cattle Judging, using photographs of examples and explanations of what to look for while judging. The bulletin describes scoring, timing and how to develop a system of observation. Reasons given orally or written are discussed, and advice and examples of a well-stated case are given. Dairy Cattle Judging Made Easy is no longer available in print form but it is made available here to help those looking for straightforward Judging techniques.",,application/pdf,
oai:ecommons.cornell.edu:1813/2707,Basic Fly Tying,"This classic publication gives an introductory lesson in the art of creating your own wet and dry flies. Step by step instructions are given for creating a couple of dozen of the most popular flies. Directions written in plain language, a list of materials and tools, diagrams and color pictures round out this timeless Cooperative Extension and 4-H Bulletin.",,application/pdf,
oai:ecommons.cornell.edu:1813/2725,Fulvous Whistling-Duck,"Photographed on Galveston Island, Texas.",,image/jpeg,
oai:ecommons.cornell.edu:1813/3001,Countering Hegemony Through Synthesis: A Lifetime of Commitment to the Black Community in the Works of Toni Cade Bambara,"I argue that Toni Cade Bambara's entire corpus works to meld the spiritual, artistic, and political as well as the activist and the community. This theme is contained in her essays, short stories, novels, and films, but is best demonstrated in her two novels The Salt Eaters (1980) and Those Bones are Not My Child 1999).  The Salt Eaters agonizingly expresses tension between the spiritual, artistic, and political but in the novel this tension goes largely unresolved.   Inability to resolve these tensions leads to the protagonist's suicide attempt and political factiousness within the Black community. Though the novel ends with the protagonist's healing, her future, as well as that of the community, is largely left open ended. Those Bones are Not My Child however resolves many of the tensions presented in The Salt Eaters. Those Bones are Not My Child narrows the boundaries between author and reader, activist and community.  The novel, through its focus on actual events also collapses the divide between fiction and nonfiction, calling for the readers to incorporate the issues in the fiction into action in life.   
I use four meta-themes as tools to examine the trajectory of Bambara's fiction and nonfiction as it meets the goal of achieving wholeness. These meta-themes are: countering cultural hegemony, accountability, resistance to false binaries, and reconstructing cultural memory.  
This thesis makes a contribution to the field of Africana Women's literary criticism because it concerns itself with the complete corpus of Bambara's work.  It seeks to look at Bambara as a whole, as a writer with diverse interests, talents, and evolved with time.  This thesis situates her work within a framework set out by Bambara herself, one that centers Black women's voice and experiences and thus continues in the tradition she sets forth as a writer activist.",,application/pdf,
oai:ecommons.cornell.edu:1813/3020,A Microfluidic Approach to Enzyme Linked Immunosorbent Assays,"The Enzyme-Linked Immunosorbent Assay (ELISA) is a biochemical technique that is useful for diagnosing disease and infection by detecting antigens/antibodies in a sample.  Studying assay design is important in designing an optimal and cost-effective assay which comprises short processing times, small reagent consumption, and portability.  The primary objective of this study was to design and test a microfluidic chip to produce a rapid ELISA platform. 
	A microfluidic device integrating six straight channels and six nitrocellulose strips was used as a platform to produce a rapid and semi-qualitative dot ELISA.  Typical dot ELISA processing times are on the order of hours, but has been reduced here to 35 minutes.  The same six channel microfluidic device with polystyrene strips in place of nitrocellulose strips was explored for its ability to produce a quantitative sandwich ELISA.  The device produced indistinguishable results due to high noise levels which are thought to be a result of non-specific binding.",,application/pdf,
oai:ecommons.cornell.edu:1813/3028,Using XML and XSLT to Transform Access to Networked Electronic Resources,"Presentation on interface development, usability testing, and reference-linking troubleshooting for a federated search service at Cornell University Library. Given at LITA National Forum 2003, Norfolk, Virginia.",,application/pdf,
oai:ecommons.cornell.edu:1813/3029,ENCompass and the e-Reference Collection: A New-Fashioned Notion,"Presentation on the implementation of the Cornell University Library e-Reference Collection in the ENCompass digital library management system. Given at the Mid-Atlantic Voyager Users Group Meeting, October 29, 2002, Ithaca, New York.",,application/pdf,
oai:ecommons.cornell.edu:1813/3030,Addressing Mixed Granularity in Cross-Collection Searching,"Presentation on searching across digital library collections of mixed granularity. Given at the Digital Library Federation Fall Forum, Pittsburgh, Pennsylvania, November 17, 2001.",,application/pdf,
oai:ecommons.cornell.edu:1813/3033,ENCompass at Cornell:History and Next Steps,"Presentation on the Cornell University Library's use of the ENCompass digital library management system. Given at the Voyager Users Group Meeting, Chicago, Illinois, April 2001.",,application/pdf,
oai:ecommons.cornell.edu:1813/3034,Getting Started with Metadata in ENCompass,"Presentation on the configuration and use of metadata in the ENCompass digital library management system. Given at the at the Mid-Atlantic Voyager Users Group Meeting, Ithaca, New York, October 28, 2002.",,application/pdf,
oai:ecommons.cornell.edu:1813/3124,The influence of moderate and high formula docosahexaenoic acid on term baboon neonate tissue composition and clinical parameters,"Long-chain polyunsaturated fatty acids (LCPUFA) are indispensable for normal infant growth and development.  Docosahexaenoic acid (DHA, 22:6n-3) and arachidonic acid (ARA, 20:4n-6) are LCPUFA that play a critical role in central nervous system development.  During the brain growth spurt, rapid accumulation of LCPUFA occurs in the brain and retina.  Currently, insufficient evidence exists to determine optimal levels of dietary LCPUFA required during the perinatal period. 
	In the context of a safety and efficacy study of dietary LCPUFA in baboon neonates, we examined the influence of medium and high levels of formula DHA levels on tissue fatty acid composition and hematological and clinical chemistry measures.  Infant formulas were fed from birth to 12 weeks of age: Control (C, no DHA/ARA); 1? LCPUFA (L, 0.32%DHA/0.64%ARA); 3? LCPUFA (L3, 0.96%DHA/0.64%ARA). 
 	At 12 weeks, tissue DHA levels were more sensitive to dietary manipulations than ARA.  While DHA in the cerebral cortex increased with higher concentrations of DHA, no differences between L and L3 were detected in the basal ganglia and limbic system.  These findings indicate that current levels of LCPUFA in infant formula are not sufficient to optimize DHA levels in the developing cortex.  
RBC, hematocrit, hemoglobin, and red blood cell distribution width (RDW) were significantly elevated by formula DHA and ARA.  All erythrocyte values were within accepted normal ranges for infant baboons and no differences were detectable at 12 weeks.  These data provide the first indication that dietary LCPUFA may influence hematopoiesis during the first weeks of life and mitigate the precipitous decline in red cell values associated with neonatal anemia.  
	All clinical chemistry parameters were normal up to 12 weeks of age.  Many of the trends observed were similar to those documented in human infant development.  No negative effects on growth measures, hematological or clinical assessments were observed between formula groups.  These results suggest that levels of DHA higher than presently included in US infant formulas enhance cerebral cortex DHA and may provide additional benefits by improving erythropoiesis.  They also provide a basis for interpretation of parallel human infant studies currently underway.",,application/pdf,
oai:ecommons.cornell.edu:1813/3116,Building a Collaborative Digitization Project Using CONTENTdm: An Overview of the Technology Used for the HBCU-CUL Digitization Initiative,"This presentation will explore a variety of national collaborative digitization initiatives underway that utilize CONTENTdm digital collection management software. Ira Revels will discuss selection for collaborative projects, shared metadata standards, and how CONTENTdm makes collaborations easier.",,audio/mp3,
oai:ecommons.cornell.edu:1813/3117,Toppling the Monolith: Modularity in Next Generation Integrated Library Systems,"Drawing on recent presentations and panel discussions at the 2006 Endeavor EndUser conference, the III Director's Forum, and the University of Kentucky, Zoe, Adam and Karen will speculate on the future of the integrated library system and its sometime partner, the e-resource management system.",,application/vnd.ms-powerpoint,
oai:ecommons.cornell.edu:1813/3118,Technical Challenges of Implementing the Faculty Grants: 2 Case Studies,"Cornell University Library is now completing its second year of its Faculty Grants for Digital Library Collections Program.   The goal of this presentation is to discuss some of the technical issues and challenges brought up by these collaborations, which are different than internal digitization projects.  Three case studies will be used to illustrate the scope and diversity of these grants.",,application/vnd.ms-powerpoint,
oai:ecommons.cornell.edu:1813/3119,Instruction Construction: Structuring Multi-session Classes,"This panel will discuss structuring information and research classes, with specific emphasis on managing multiple session courses. The panel speakers, who teach multi-session classes, will explain how they develop syllabi, assignments, and course resources and incorporate their classes into the curriculum of their colleges and departments.

PLEASE NOTE: Due to technical difficulties, only a portion of the panel was recorded.",,audio/mp3,
oai:ecommons.cornell.edu:1813/3120,How OpenURL Link Resolvers Work and Why Librarians and A&I Database Vendors Should Understand Them,"Drawing from experience implementing CUL's new WebBridge link resolver, Adam Chandler will describe how link resolvers work through the entire supply chain, from the A&I index to the link resolver and back out to the ""appropriate copy.""",,application/vnd.ms-powerpoint,
oai:ecommons.cornell.edu:1813/3121,Forging International Partnerships to Foster Access to Science Literature in the Developing World,"Nicole Joos's presentation will explore how Mann Library, in partnership with publishers and international organizations, is assessing, tailoring, promoting and delivering three programs that provide access to e-journals to meet the needs and technologies of developing world researcher libraries. Camille Andrews will discuss the rewards and challenges of providing services to distant patrons in the developing world as well of international partnerships in general.",,application/vnd.ms-powerpoint,
oai:ecommons.cornell.edu:1813/3122,Panel Discussion on the Academic Promotion Process,"Come prepared with your questions and participate in an informal discussion with a panel that includes the chairs of previous Review Boards for Promotion to Librarian and Associate Librarian and the chair of the Academic Personnel Policy Committee, including: Bob Kibbee, Tony Cosgrave, Debra Lamb-Deans, Scott Wicks, Susan Markowitz and Erla Heyns.",,audio/mp3,
oai:ecommons.cornell.edu:1813/3201,DEPOSITION OF ORGANIC THIN FILMS USING ENERGY TUNABLE MOLECULAR BEAMS ON SILICON DIOXIDE AND OCTADECYLTRICHLOROSILANE MODIFIED SILICON DIOXIDE,"Organic semiconductors, in particular organic thin-film transistors (OTFTs), have been gaining recognition and spurring development in the electronics world now for more than a decade. The use of organic semiconductors is playing an ever increasing role in today?s industrial research in an effort to fill niches in technology left behind by traditional semiconductors such as silicon. 
The vast majority of research leading this outreach has been limited to the capabilities of thermally evaporated deposition techniques. A more advanced approach to investigating the underlying growth mechanics of organic semiconductors employs the use of a tunable molecular beam. Through controlling the expansive parameters of a molecular gas, a supersonic beam for molecular deposition can be created with strict control over the incident kinetic energy. 
This supersonic beam technique was employed to study the growth characteristics of pentacene and how they pertain to the electrical properties of an organic semiconducting device. At a constant growth rate, films were deposited at three incident kinetic energies (1.5 eV, 2.7 eV, 4.5 eV, and 6.7 eV) and analyzed using ellipsometry and atomic force microscopy. Growth characteristics of the film (roughening exponent ?, growth exponent ?, and the correlation length) were then extracted.  Finally, surface modification of the dielectric with the self-assembled monolayer (SAM) octadecyltrichlorosilane (OTS) was used to influence the nucleation and growth parameters of the pentacene film. These parameters were studied as a function of the incident kinetic energy and electrical properties that resulted.",,application/pdf,
oai:ecommons.cornell.edu:1813/3162,Tectonic evolution of northeast Syria: Implications for regional tectonics and hydrocarbons,"We present the Phanerozoic tectonic evolution of northeast Syria and incorporate the
results into regional deformation models of the northern Arabian Platform and nearby
Arabian Plate boundaries. Based on analysis of extensive seismic reflection profiles and
well data, we interpret that the Sinjar-Abd el Aziz area in northeast Syria was subsiding
under extension at various rates from the Carboniferous until the end of the Mesozoic,
most markedly during the latest Cretaceous. The predominant basin through most of
the Late Paleozoic and Mesozoic was southwest-northeast trending; this formed the
northeast extension of the major Palmyride Basin to the southwest. During the Late
Cretaceous, extension in eastern Syria initiated along southeast-northwest and then eastwest
trends - possibly as a result of changing subduction geometries and plate motions
in the Neo-Tethys to the northeast. The east-west striking faulting resulted in syntectonic
deposition of up to approximately 1,600 meters of Late Campanian-Maastrichtian marly
limestones in the Sinjar-Abd el Aziz area. The area was subjected to horizontal shortening
throughout the Cenozoic, primarily during Plio-Pleistocene time, resulting in structural
inversion along some of the faults. Although crustal shortening through the Syrian Sinjar
and Abd el Aziz structures is relatively minor (approximately 1%), this has been critical
to hydrocarbon trap formation in Mesozoic and Cenozoic strata through the formation
of fault-propagation folds. We present regional models that show the interrelated tectonic
history of northeast Syria, the Palmyrides, and the Euphrates Fault System are all
inseparably linked to the polyphase opening and closing of the nearby Neo-Tethys Ocean.",,application/pdf,
oai:ecommons.cornell.edu:1813/3216,Birds in Your Backyard,"Attracting birds to your backyard can allow people young and old to study the different size, shape and markings of their visitors. This publication shows ways to attract birds, different foods to attract different types of birds and even plans for several simple feeders. The publication touches on ways of identifying birds by color, shape, size and markings. This publication has gone out of print but due to steady demand it is offered here for free download or printing.",,application/pdf,
oai:ecommons.cornell.edu:1813/3217,Growing Button Mushrooms,"This publication gives instruction on how to grow mushrooms at home. Users can build simple trays from scrap lumber, create a compost bed, order and apply spawn, add peat and wait for growth. An advantage of  home growing of mushrooms is that they can be picked   at the ideal time when the flavor is perfect.",,application/pdf,
oai:ecommons.cornell.edu:1813/3220,Creativity and Cloverbuds,"This fact sheet explores essential facets of leadership for small groups of young 4-H members 5-8 years of age. The importance of children's needs and self-esteem are discussed, as well as the qualities of a good teacher. The sheet discusses how this is an informal education, where kids learn while having fun.",,application/pdf,
oai:ecommons.cornell.edu:1813/3233,"Leveraging Intercultural Work Relationships: A Study of Cultural Diversity, Perceptions and Leader-Member Exchange between Expatriate Managers and Host National Subordinates","The purpose of the dissertation is to understand the positive and negative processes of intercultural work relationships between expatriate managers and host national subordinates.  As such, the research question is: How does cultural diversity affect the quality of work relationships between expatriate managers and host national subordinates?  To answer the question, ideas are drawn from the cultural diversity literature and leader-member exchange theory.  Hypotheses are proposed that cultural diversity can positively and negatively relate to the quality of the work relationships depending on how it is perceived by the parties involved.  Specifically, if cultural diversity is perceived as a source of dissimilarity, it leads to an affect-based process, negatively impacting the quality of the work relationships.  If it is perceived as a valued resource, on the other hand, it leads to a resource-based process, positively affecting the quality of the work relationships.
Using a sample of 72 expatriate manager- host national subordinate dyads, regression analyses are performed to test the proposed hypotheses.  The results indicate that indeed, perception of dissimilarity relates negatively, and perception of resource value relates positively, to the quality of the work relationships.  Partial support is found that the perceptions mediate the relationships between cultural diversity and the quality of the work relationships.  Furthermore, there are different processes for expatriate managers and host national subordinates. The comparison between the two revealed that: (1) expatriate managers regard value diversity (deep level cultural diversity) more negatively as a source of dissimilarity, whereas host national subordinates regard it more positively as a valued resource; (2) host national subordinates are more open to nationality differences (surface level cultural diversity) than expatriate managers.  In addition, a positive relationship is found between the quality of the work relationships and host national organizational commitment, task performance and organizational citizenship behaviors, underscoring the long-term significance of expatriate-host national work relationships for multicultural organizations.  Overall, the findings suggest that leveraging intercultural work relationships for competitive advantage requires strategies to develop host nationals in addition to the expatriate managers.",,application/pdf,
oai:ecommons.cornell.edu:1813/3221,Cutting Meat,"This straightforward publication instructs the reader in the steps needed to prepare several types of animals for freezing and consumption. The publication details the importance of sanitation, the tools needed (and care of) as well as the yields expected for different animals. Dozens of black and white photos with step-by-step descriptions guide the reader through the process of cutting meat down to manageable cuts.",,application/pdf,
oai:ecommons.cornell.edu:1813/3222,Guidelines to Increase Survival of Released Sport Fish,"This publication details the methods anglers should employ when returning fish to the water. Different types of lures and bait are discussed to increase survival odds, as well as tools used in the process. The publication details differing methods for marine offshore species, bottom fish, warm water freshwater species as well as Trout and Salmon from greater water depths.",,application/pdf,
oai:ecommons.cornell.edu:1813/3231,The role of mast cells in rapid expulsion of Trichinella spiralis in the rat,"The aim of this research was to test the hypothesis that immune complexes activate mucosal mast cells to cause rapid expulsion of the Trichinella spiralis from the rat intestine.  Rapid expulsion is a phenomenon in the rat that is characterized by nearly complete elimination of a secondary infection.  To test this hypothesis, mast cells were cultured from bone marrow precursors.  These cells have a homogenous mucosal phenotype and were compared with the mucosal mast cell line, RBL-2H3 cells.  Each cell type was assayed for binding and activation by parasite specific immune complexes.  The results showed that IgE- and IgG2a-containing immune complexes bound and activated RBL-2H3 cells, but only IgE significantly activated bone marrow-derived mast cells (BMMC).  IgG1 and IgG2b immune complexes bound both cells types but did not trigger degranulation.  IgG2c did not bind mast cells.  Because IgG2a-containing complexes activated RBL-2H3 cells in vitro and this isotype differed from other isotypes in its mechanism for induction of rapid expulsion, we investigated whether this isotype might activate mast cells in vivo.   Rats infected with Heligmosomoides polygyrus then passively immunized with IgG2a demonstrated rapid expulsion without significant mucus entrapment of larvae.  IgG2a-mediated protection was complement independent and Fc-dependent; however, no significant increase in RMCP-II release was detected during expulsion.  These results are consistent with a role for other FcR-bearing cells in IgG2a-mediated protection.  In a parallel investigation, confounding inflammatory factors induced by oral infection were eliminated by assaying rapid expulsion induced by parenteral infection.  Protection conferred by parenteral immunization was as potent as that induced by natural infection was more robust than the H. polygyrus model.  Parenterally infected rats did not display intestinal mastocytosis, eosinophilia, or goblet cell hyperplasia; however, mast cells were activated and mucus entrapment of larvae occurred at levels comparable to those observed in rats infected naturally.  Complement was not necessary for protection mediated by parenteral immunization.",,application/pdf,
oai:ecommons.cornell.edu:1813/3232,Be a Waterfront Winner! A Shoreline Residents Guide for the Northeast,"This fact sheet tells those who live on the waterfront in the northeast how to protect the environment, reduce waste, and improve the look and value of their property. This sheet details the effect of the three major water threats: Nitrogen, Phosphorous and Sediments. The sheet gives tips for septic system care, lawn care, and landscape maintenance and design. This publication is no longer available in print form, but due to its timeless nature, it is being made available here.",,application/pdf,
oai:ecommons.cornell.edu:1813/3234,The Equatorial Electrojet: Radar Observations and Modeling,"This dissertation describes a theoretical, experimental, and modeling investigation of the equatorial electrojet. We review low latitude ionospheric current models, synthesizing developments from the early times until the present. We then show how to utilize equatorial electrojet irregularities to infer E region electron density and wind profiles from coherent scatter radar experiments. The procedure involves a numerical model of the equatorial ionosphere that relates the vector electric field and current density to the winds.

We present electron densities inferred in the equatorial electrojet inferred using a new bistatic radar system installed between Paracas and Jicamarca, Peru. The radar system monitors density profiles using a coherent scatter radar technique that utilizes the Faraday rotation of the scattered signal. Radar measured density profiles are validated by comparing with other electron density measures.

A three dimensional electrostatic potential model of the equatorial ionosphere in a magnetic dipole coordinate system is described. The model incorporates realistic ionospheric conductivities, electric fields, winds, and includes anamalous collision effects. The model utilizes bistatic radar measured densities, coherent scatter spectral measurements made at large zenith angles, and electric fields derived from 150 km echo drifts. The model is also constrained by magnetometer records. 

We next present a technique for extracting zonal winds in the equatorial electrojet from the Doppler shifts of type II radar echoes measured by a narrow beam, obliquely oriented antenna at the Jicamarca Radio Observatory. The wind profiles were retrieved by combining the 3-D model with theory and measurements of type II echo Doppler shifts. The amplitude and phasing of the calculated wind profiles are in general agreement with satellite and rocket-borne wind measurements. We have used height varying type I radar echoes and large-scale electrojet irregularities inferred from interferometric imaging to validate wind profiles estimates derived from type II echoes.",,application/pdf,
oai:ecommons.cornell.edu:1813/3266,Training and Pruning Apple Trees,"Training and pruning principles are discussed with the physiology of tree growth, northeast climate conditions, and growers' objectives in mind. Pruning and training of young, non-fruit bearing apple trees is discussed separately from pruning of fruit bearing trees. Mechanical pruning, renovating old trees, supports, scaffold limbs, central-leader development, and economics of pruning are covered.",,application/pdf,
